Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,…
D28137_at,538,572,830,768,1610,232,699,610,605,442,213,205,1030,…
D28364_at,122,149,217,224,751,174,154,80,498,148,102,139,109,…
D28383_at,263,469,604,192,654,131,243,95,534,192,397,119,165,…
D28416_at,2335,1967,3338,2233,2092,2076,2325,1581,3002,1381,1989,1250,1556,…
D28423_at,1640,2224,3525,1565,3979,1900,1535,1048,4215,2177,1586,1488,1728,…
D28476_at,815,906,1007,759,1117,403,850,1049,988,385,569,350,872,…
D28483_at,361,387,434,196,161,163,265,340,355,157,324,176,133,…
D28532_at,352,102,240,112,127,177,63,161,36,62,185,113,121,…
D28588_at,427,349,563,298,352,222,483,296,506,303,375,68,610,…
D28589_at,481,-192,443,516,1108,277,216,-22,1157,200,643,455,648,…
D28915_at,491,821,1098,332,292,305,475,412,615,410,437,212,399,…
D29012_at,1944,1598,2837,2300,1766,2220,2349,2064,2472,1555,1590,1708,1775,…
D29013_at,566,524,682,559,342,348,614,1107,707,473,447,245,693,…
D29641_at,253,112,237,154,314,140,174,208,212,35,184,71,216,…
D29642_at,438,658,269,807,823,158,467,250,431,-38,174,145,334,…
D29643_at,633,998,895,928,1665,762,887,461,1980,737,1292,773,1286,…
D29677_at,101,479,145,169,340,227,62,110,49,-91,427,14,509,…
D29810_at,-19,-37,46,57,-14,62,57,100,17,76,85,44,60,…
D29833_at,-53,44,88,-50,23,-81,-78,-20,44,73,20,-12,8,…
D29954_at,1199,1002,1758,1398,855,1225,1193,2143,1366,969,918,925,1136,…
D29956_at,155,183,86,179,142,144,139,308,84,78,93,110,100,…
D29958_at,-215,18,-276,-125,69,-12,-199,-461,7,-123,26,-109,38,…
D29963_at,967,1162,1456,1170,863,976,1014,1439,1201,734,965,682,884,…
D30036_at,512,256,744,541,374,360,416,518,559,271,399,153,459,…
D30037_at,181,91,167,144,306,33,152,116,57,36,144,76,214,…
D30655_at,3025,6944,3739,3762,5734,2825,4392,2115,4837,4608,1799,2003,5290,…
D30742_at,236,413,604,658,16,560,530,266,741,61,511,143,141,…
D30755_at,295,437,17,46,577,-1,149,-68,371,22,540,93,361,…
D30756_at,49,197,189,136,125,120,1,76,299,160,87,63,87,…
D30758_at,1676,3390,3503,1607,1118,2493,1283,1118,3214,1700,1523,984,1610,…
D31716_at,188,196,206,180,153,90,216,310,150,178,67,132,727,…
D31762_at,166,-1,37,151,121,19,208,328,100,64,127,-169,350,…
D31763_at,179,-32,66,28,61,24,-57,-34,-74,-62,34,0,228,…
D31764_at,-719,-1723,-1808,-722,513,-1194,-1327,-1761,-572,-1126,-985,-1010,379,…
D31765_at,709,687,1337,974,567,725,994,994,944,740,646,646,393,…
D31766_at,654,675,857,565,334,473,505,544,766,708,289,132,468,…
D31767_at,3186,3686,4189,2505,3069,1779,2762,2697,4245,1867,4202,1951,3975,…
D31784_at,139,71,128,78,59,80,102,76,63,60,77,51,84,…
D31797_at,508,318,1090,344,188,250,359,514,437,425,197,179,320,…
D31815_at,-111,-59,-77,-21,13,44,-117,80,-40,-54,-69,20,-83,…
D31846_at,2060,1604,2030,2386,890,2133,2760,2403,2235,1599,1644,1438,1098,…
D31883_at,444,1085,1635,304,681,1194,120,223,4168,769,1025,834,900,…
D31884_at,716,1939,780,653,484,736,912,667,1265,800,1213,889,663,…
D31885_at,569,663,599,1243,1515,295,646,454,1065,888,717,254,2122,…
D31886_at,-76,-219,-323,-69,-15,-90,-273,-88,-160,-275,-17,-176,431,…
D31887_at,151,148,115,218,238,199,270,194,283,108,38,129,231,…
D31888_at,239,412,218,269,307,170,204,289,278,60,381,56,832,…
D31890_at,653,2753,1408,1786,2318,1669,964,1782,2330,1558,2400,1245,1236,…
D31891_at,874,551,986,1333,991,613,1120,1212,846,462,487,339,822,…
D31897_at,-87,316,-335,355,46,35,-62,232,116,258,-6,298,165,…
D32001_at,1031,787,1343,669,591,949,761,587,684,830,410,396,698,…
D32050_at,1530,536,1481,1431,1479,723,1063,974,1827,868,501,339,1337,…
D32202_at,331,86,509,361,239,213,247,215,420,36,175,27,211,…
D37931_at,233,190,339,277,231,126,220,256,293,113,133,90,148,…
D37965_at,-34,4,28,109,-17,-33,23,-8,-96,4,-8,18,-88,…
D38037_at,-109,337,-9,1,130,234,544,287,-110,21,175,-165,-32,…
D38047_at,2111,2956,4463,2651,2908,2429,2488,1629,4301,2103,2840,2062,1801,…
D38048_at,1053,1595,1606,1105,1523,901,900,578,2142,1483,1952,891,1351,…
D38076_at,1279,1498,2355,1275,1735,1324,1356,1136,2683,2054,1006,1345,1148,…
D38128_at,36,-952,-762,-512,-897,-270,-1576,-1187,-895,-689,-975,-1115,-496,…
D38145_at,346,370,603,400,238,270,408,403,382,421,368,241,267,…
D38293_at,50,153,193,105,47,-170,36,-136,28,-3,58,-123,410,…
D38305_at,16,385,-79,-160,230,83,-117,26,161,51,56,610,50,…
D38449_at,-73,-15,-180,24,63,-32,-38,13,-67,-14,-5,-61,14,…
D38462_at,-43,-26,38,-14,-32,-81,-55,-56,-12,-31,-18,-33,-22,…
D38491_at,75,174,258,140,192,80,67,271,273,120,124,43,122,…
D38500_at,-261,-277,-230,-56,-321,-165,-376,-394,-130,-169,-244,-166,-176,…
D38503_at,-9,-32,34,11,-16,-55,-58,-37,-5,44,12,5,2,…
D38521_at,280,631,339,357,498,218,253,310,428,202,650,224,221,…
D38522_at,13,5,83,102,99,17,-6,65,33,21,6,-18,76,…
D38524_at,296,839,304,459,470,289,270,515,469,123,394,102,727,…
D38535_at,758,846,718,434,446,787,473,1266,970,577,503,431,329,…
D38548_at,824,459,467,666,1116,540,799,284,1123,885,872,1000,987,…
D38549_at,696,262,254,670,453,131,391,857,331,123,168,411,536,…
D38550_at,287,555,498,439,540,184,421,370,430,269,542,219,1240,…
D38551_at,516,958,1017,688,856,510,527,395,1488,873,1699,183,1334,…
D38552_at,170,102,180,328,257,133,184,149,81,152,305,103,359,…
D38553_at,335,112,246,285,256,247,226,-19,378,235,376,156,382,…
D38555_at,338,413,-157,387,504,288,146,74,253,201,607,-1,520,…
D38583_at,-105,337,-18,262,666,151,55,44,247,89,-42,34,-121,…
D38751_at,-509,-284,-169,-514,-439,30,-262,-650,-223,-109,55,-375,-238,…
D42038_at,-190,-112,-44,-110,-66,-220,-191,-194,-113,-24,-95,-63,5,…
D42039_at,250,-240,-266,-27,-52,33,55,-245,-143,-198,102,15,58,…
D42041_at,824,536,986,789,1123,592,972,674,1356,609,684,517,828,…
D42043_at,2170,2558,1286,1909,1718,686,1831,1057,1239,855,787,1554,2608,…
D42044_at,-118,-63,77,-57,7,-168,23,-103,-74,-137,-94,-126,43,…
D42045_at,-50,3,52,-34,-18,-126,-10,-74,24,-61,-8,1,-38,…
D42046_at,719,501,900,624,363,1004,925,815,778,365,548,448,442,…
D42047_at,330,210,320,213,291,85,354,277,246,160,122,152,333,…
D42053_at,380,642,351,406,248,560,680,506,805,79,618,107,264,…
D42054_at,192,16,172,207,247,190,304,127,347,101,185,77,414,…
D42055_at,9,27,114,28,19,-48,25,-1,39,78,32,11,103,…
D42063_at,104,227,166,6,192,44,120,92,199,143,373,34,258,…
D42072_at,-18,-36,-79,-7,28,12,-30,-5,-28,14,-17,28,-1,…
D42073_at,-147,-34,150,-23,110,88,42,-149,552,70,58,51,129,…
D42084_at,330,837,473,530,687,200,257,193,481,373,575,117,962,…
D42085_at,289,1028,1105,969,664,704,934,904,815,385,572,125,599,…
D42087_at,237,345,109,118,349,26,204,95,243,113,408,140,331,…
D42108_at,-2,29,179,83,73,170,35,73,119,62,154,60,29,…
D42123_at,1264,936,924,948,1364,974,944,1233,1173,940,680,717,881,…
D42138_at,213,236,474,213,128,88,137,359,135,170,155,127,60,…
D43636_at,125,548,185,-17,163,83,-72,247,267,112,159,112,484,…
D43638_at,168,142,198,106,138,120,95,157,70,91,119,79,143,…
D43642_at,2637,1486,2570,2724,1998,1561,2512,1731,2012,1748,1302,990,2061,…
D43767_at,511,131,257,236,128,99,248,109,223,152,177,172,123,…
D43768_at,-267,-104,-322,-47,-140,-56,-164,-133,-73,-135,-213,-96,-116,…
D43772_at,136,-634,112,-73,245,-23,-117,137,109,124,56,107,119,…
D43947_at,60,131,59,301,815,81,241,13,278,-78,138,140,428,…
D43948_at,318,465,562,546,778,380,277,134,699,169,605,146,808,…
D43949_at,879,588,1439,896,558,1013,860,884,1152,733,774,465,955,…
D43950_at,719,247,936,932,1708,711,922,293,1333,730,532,260,796,…
D43951_at,632,300,606,361,674,220,620,512,816,333,994,206,1043,…
D44466_at,179,-45,455,39,564,202,21,-40,720,71,457,-64,650,…
D45248_at,2148,1837,3259,1030,2755,1611,1398,503,2044,2356,935,1185,2913,…
D45370_at,-193,171,-476,74,78,149,614,217,156,304,319,99,405,…
D45371_at,591,521,680,482,323,385,591,590,605,576,360,373,401,…
D45399_at,68,77,130,13,80,142,11,-25,42,44,74,57,92,…
D45906_at,-80,31,-610,-626,190,-302,-283,-361,307,-329,6,-87,-173,…
D49357_at,-33,-300,-20,-425,236,-494,-556,-401,201,149,144,160,-272,…
D49387_at,142,118,128,58,132,28,183,146,125,171,11,137,230,…
D49394_at,-60,-202,-131,-109,-20,-106,-8,-379,-32,-54,-92,-125,-91,…
D49396_at,81,204,307,220,535,149,196,77,286,84,109,142,651,…
D49400_at,1174,1120,1767,954,1730,1198,843,950,1481,1038,926,967,1000,…
D49410_at,531,507,599,558,624,305,530,650,361,295,300,656,1129,…
D49488_at,74,111,101,94,66,101,129,67,102,59,108,61,88,…
D49489_at,1020,1007,742,1205,2504,396,1114,721,1425,792,818,622,1949,…
D49490_at,21,671,1195,695,407,665,828,151,799,-51,834,481,322,…
D49493_at,-204,16,12,-148,33,-5,-57,-239,174,33,5,-1,19,…
D49677_at,-540,-509,-1319,-798,-186,-750,-1107,-1389,-745,-735,-773,-573,-321,…
D49738_at,963,1676,1226,927,1899,1017,1660,491,2262,1362,1364,711,1372,…
D49742_at,-946,-298,-572,-425,-430,-323,-210,-409,-405,-274,-278,-208,-748,…
D49817_at,-193,410,505,106,127,261,499,115,395,381,-66,524,73,…
D49818_at,-509,394,-585,110,56,236,499,-433,592,338,-198,0,57,…
D49950_at,75,129,44,218,110,33,115,32,9,54,38,7,103,…
D49958_at,88,95,141,44,67,60,107,26,115,25,167,56,84,…
D50063_at,1291,1213,1521,1014,1191,1091,1112,748,1921,781,1544,651,1231,…
D50310_at,4031,6862,5528,4058,3835,3819,3147,3151,8151,3072,6096,3052,5117,…
D50312_at,-243,-233,-319,-321,-132,-348,-243,-223,-289,-276,-262,-186,-143,…
D50370_at,149,0,236,22,106,120,65,94,139,76,66,-17,80,…
D50402_at,-36,-79,-469,-358,-26,-186,-331,-362,-278,-404,-128,-35,-155,…
D50487_at,-23,4,-62,-67,1,-110,171,202,12,-118,187,43,19,…
D50495_at,-3,-87,271,-492,107,-341,-512,-632,0,202,16,-146,251,…
D50525_at,588,316,1352,469,693,542,603,437,622,334,352,224,931,…
D50532_at,128,-7,118,-21,83,272,47,-274,-99,-91,102,298,112,…
D50582_at,-206,-115,-207,77,-79,-26,21,-82,-32,37,-67,-40,-38,…
D50640_at,35,176,159,242,53,81,137,220,83,39,71,27,101,…
D50645_at,80,24,-50,-15,238,-26,-30,-199,46,-88,122,-38,186,…
D50663_at,180,687,160,573,692,26,715,127,124,141,163,801,759,…
D50678_at,-61,-105,-276,-185,63,-163,-151,-403,-128,-93,-14,-31,-66,…
D50683_at,139,396,-28,634,449,108,336,860,133,45,774,28,391,…
D50692_at,161,-28,6,188,464,-16,-10,-77,73,-37,-122,-43,286,…
D50810_at,-38,-148,122,21,287,-42,-62,-43,-62,-65,-66,-122,38,…
D50840_at,22,319,-28,228,153,307,-65,398,-49,336,46,350,636,…
D50857_at,69,146,337,191,115,220,248,533,253,106,121,139,123,…
D50863_at,-6,-43,281,-150,-102,-216,-42,568,-39,1,-113,-192,376,…
D50911_at,791,1012,748,851,959,755,986,1200,790,428,585,435,799,…
D50912_at,299,256,414,362,348,382,504,452,517,279,418,303,551,…
D50913_at,423,7,748,815,421,497,-354,184,900,223,225,313,878,…
D50914_at,88,290,271,239,680,268,265,40,297,204,139,-21,540,…
D50915_at,55,21,-10,2297,1509,76,1127,20,179,27,27,-14,1058,…
D50916_at,233,30,7,94,463,108,226,10,172,-57,167,-84,260,…
D50917_at,271,1151,319,197,355,263,404,467,472,299,411,116,297,…
D50918_at,1048,1550,1521,369,554,841,561,403,1753,791,986,257,886,…
D50919_at,63,15,302,130,163,69,5,58,232,-12,4,-4,42,…
D50920_at,159,409,336,359,351,272,-1,121,434,231,447,186,621,…
D50922_at,269,146,317,88,336,-26,331,-41,325,103,174,-34,303,…
D50923_at,-234,217,-482,-196,17,-83,-100,-197,-204,-120,-115,-71,165,…
D50924_at,192,101,226,206,113,163,129,245,139,173,121,45,183,…
D50925_at,202,236,455,297,238,232,162,481,280,253,170,258,258,…
D50926_at,326,234,237,378,309,44,204,232,207,164,307,455,868,…
D50927_at,244,555,309,278,371,216,152,139,282,144,252,130,787,…
D50928_at,37,334,393,414,100,357,561,236,22,258,17,99,174,…
D50930_at,512,666,1161,1025,785,577,1075,862,1132,580,554,273,1829,…
D50931_at,-477,-88,-850,185,-96,-176,-199,-211,-153,-233,-161,-125,-297,…
D55638_at,-152,-197,-434,-139,-55,24,36,-340,-197,59,-119,53,-166,…
D55640_at,793,525,848,817,255,709,833,710,372,568,276,4,452,…
D55654_at,1094,2133,2858,2107,3510,1742,1574,280,3828,1629,1983,870,1828,…
D55696_at,194,-921,254,112,125,202,112,79,111,-485,24,145,68,…
D55716_at,1176,1107,3080,1592,1781,2741,1075,1122,3483,1539,1770,583,2037,…
D56495_at,656,299,464,310,230,291,383,574,577,314,272,192,257,…
D59253_at,7,32,2,261,342,206,72,-61,110,114,51,-30,115,…
D61380_at,966,1401,2432,1973,3876,1637,803,718,3601,3453,2000,1595,2939,…
D61391_at,-75,-65,-371,-268,281,-222,-342,355,76,-74,-176,-171,611,…
D63134_at,-417,-353,-614,-386,-282,-368,-492,-403,-486,-364,-312,-303,-307,…
D63135_at,178,234,363,179,33,-28,238,383,171,138,84,169,158,…
D63160_at,427,25,546,347,226,215,693,485,555,184,70,221,246,…
D63390_at,8,102,516,-82,68,124,33,194,127,106,107,21,-16,…
D63391_at,238,-622,443,-238,111,330,-186,-478,778,274,532,-33,205,…
D63412_at,39,59,43,51,47,-32,30,74,-21,41,-14,-17,23,…
D63475_at,984,1709,1504,862,1990,739,1046,601,3278,1068,660,456,1451,…
D63476_at,1396,1932,1365,718,916,830,861,1012,1153,579,1501,1044,899,…
D63477_at,240,109,208,297,309,56,280,85,175,111,98,38,459,…
D63478_at,760,738,1480,954,942,643,452,1025,1225,510,1418,520,776,…
D63480_at,164,151,144,252,224,83,287,170,271,77,38,57,336,…
D63481_at,931,515,1041,401,665,535,505,922,845,206,430,205,985,…
D63482_at,370,428,348,419,319,193,273,169,166,111,180,176,348,…
D63483_at,114,110,83,71,87,19,80,118,109,9,41,15,307,…
D63484_at,-516,-548,-1329,-711,-399,-432,-920,-1030,-590,-833,-594,-646,-577,…
D63485_at,941,794,1308,727,546,743,1151,1359,1077,775,746,599,785,…
D63486_at,571,453,843,872,666,764,1246,952,886,131,440,208,595,…
D63487_at,212,724,425,851,697,490,640,544,500,-31,179,372,473,…
D63506_at,441,524,322,451,566,211,431,481,289,194,220,126,646,…
D63813_at,127,71,253,128,74,64,184,43,177,117,89,35,89,…
D63851_at,549,367,486,441,363,456,475,415,549,396,282,327,385,…
D63874_at,4157,11557,12125,8484,9575,5315,6270,4566,10061,7194,7021,4036,12920,…
D63875_at,252,300,312,379,487,179,198,392,324,148,368,142,379,…
D63876_at,540,831,1374,781,466,761,662,1086,938,140,592,333,1028,…
D63877_at,748,480,1059,380,304,158,302,427,494,358,368,73,381,…
D63878_at,1027,1701,1764,1406,1401,1033,798,1187,2699,1019,602,556,1313,…
D63879_at,266,169,272,205,308,179,240,62,158,111,212,209,372,…
D63880_at,556,476,498,1211,820,485,734,223,686,721,551,198,550,…
D63881_at,645,1000,961,629,1156,241,352,143,1136,357,1259,172,1231,…
D63998_at,290,251,685,262,204,360,250,89,177,149,686,93,92,…
D64109_at,156,234,-62,158,98,-92,-26,8,-1,-9,89,97,62,…
D64110_at,310,1359,1060,458,488,693,878,419,1137,1526,1766,423,80,…
D64142_at,5152,16420,7840,5802,4690,7461,5713,3230,11441,15331,2499,6116,5451,…
D64154_at,686,1096,1050,981,574,967,1024,671,1052,801,852,656,397,…
D64158_at,440,220,447,426,431,348,435,232,489,236,276,112,318,…
D64159_at,27,70,-28,99,129,103,11,-31,-83,-65,80,0,8,…
D67029_at,140,416,123,182,339,76,193,199,223,41,429,149,410,…
D70830_at,-675,-855,-1221,-626,-473,-638,-683,-1151,-692,-515,-496,-500,-509,…
D76435_at,23,0,55,65,1,42,89,56,80,13,20,-7,28,…
D76444_at,24,562,83,111,103,64,206,137,74,125,277,64,282,…
D78011_at,-131,-60,-253,14,-31,-122,-47,-37,-19,-153,-95,-97,-62,…
D78012_at,2697,350,1218,590,125,631,1574,466,241,436,37,411,445,…
D78014_at,222,91,299,93,3,167,211,262,77,119,112,140,26,…
D78129_at,105,322,794,277,371,289,297,646,930,472,449,145,451,…
D78134_at,1559,4021,2049,1085,1344,2107,1512,1535,2507,1758,2093,1171,1675,…
D78151_at,1554,1479,1827,1470,2038,1607,1614,1589,2408,1068,1258,1090,1856,…
D78156_at,211,249,279,233,192,158,322,179,110,39,93,148,175,…
D78261_at,-16,2,-25,-13,-10,3,80,64,9,53,18,-45,-11,…
D78275_at,329,450,343,475,993,128,369,197,450,314,548,172,1279,…
D78333_at,-8,-7,-6,66,16,49,18,55,52,15,16,11,-17,…
D78334_at,80,-16,109,86,-46,-33,119,-38,49,3,-44,-40,-15,…
D78335_at,-133,8,910,378,260,225,332,133,228,91,218,-5,-142,…
D78361_at,9881,17544,13086,14466,13686,10375,12736,8118,14541,9909,5481,9020,12192,…
D78367_at,140,153,404,310,175,97,339,259,136,158,215,125,232,…
D78514_at,-2,7,15,17,196,35,-42,-55,74,-83,132,-11,41,…
D78586_at,295,359,294,314,612,108,315,88,446,85,291,-25,400,…
D78611_at,332,52,862,125,211,92,26,-64,2321,971,590,682,35,…
D79205_at,25071,23095,21525,21279,23776,11926,15712,13118,21772,21632,20849,19699,27485,…
D79983_at,133,220,314,206,147,124,114,41,242,64,61,102,62,…
D79985_at,-1450,-1684,-2317,-1377,-1014,-1408,-1503,-1500,-1797,-1521,-1200,-1118,-1016,…
D79986_at,1232,2236,1912,1093,1710,867,947,1034,2262,1317,3271,753,2163,…
D79987_at,-265,-366,-42,-31,-237,-238,-378,-682,-209,-9,23,-135,-87,…
D79988_at,401,150,85,144,256,352,8,-28,246,148,180,205,263,…
D79989_at,14,105,181,26,86,165,-154,-95,135,25,141,-37,136,…
D79990_at,733,264,-11,335,646,8,253,134,54,61,7,113,1041,…
D79991_at,977,660,1360,786,738,730,858,884,1163,519,581,441,847,…
D79992_at,468,437,678,379,335,405,480,409,461,396,289,155,784,…
D79993_at,474,158,469,434,463,14,455,355,350,293,385,340,668,…
D79994_at,135,161,236,350,261,96,1139,233,197,152,97,93,228,…
D79995_at,212,37,358,106,112,65,398,349,331,112,260,-4,130,…
D79996_at,696,1197,210,721,1090,343,734,571,656,303,1260,431,1157,…
D79997_at,1,3,45,8,76,-23,-3,-109,147,43,58,27,384,…
D79998_at,-541,-404,-111,-391,-48,-440,-236,-488,-97,-289,-307,-221,-161,…
D79999_at,1162,767,1301,1327,1078,867,1720,640,1226,497,505,445,910,…
D80001_at,109,33,90,135,225,-99,107,1,110,6,55,-44,907,…
D80002_at,1692,1536,2039,1842,1527,1531,2481,2191,975,1006,1645,1201,1627,…
D80003_at,251,248,155,121,278,90,198,145,353,-14,387,33,311,…
D80004_at,318,807,498,552,591,501,292,92,621,265,176,185,354,…
D80005_at,400,492,969,866,1178,638,621,487,1372,128,698,252,747,…
D80006_at,575,1169,545,716,1211,444,258,593,790,243,1112,296,1481,…
D80007_at,454,286,310,374,436,240,250,299,303,216,420,91,425,…
D80008_at,234,225,247,223,285,163,129,37,380,225,172,119,612,…
D80009_at,186,229,226,-67,504,-16,47,-182,46,142,382,-47,500,…
D80010_at,-5,308,157,125,165,-5,203,-16,50,-55,1,162,183,…
D80011_at,-230,-268,-352,-311,-125,-277,-154,-271,-299,-150,-260,-127,-105,…
D80012_at,497,698,750,387,1299,147,507,415,896,189,949,241,1090,…
D82060_at,60,62,90,108,77,60,63,110,101,25,99,14,95,…
D82061_at,363,538,372,-285,297,339,295,274,420,462,296,239,703,…
D82070_at,395,299,675,479,202,85,594,607,730,236,418,547,343,…
D82326_at,-144,8,171,290,181,186,-70,-86,37,-2,19,188,-14,…
D82343_at,-162,119,39,-73,-7,-48,-100,-46,-111,-86,-38,-27,-14,…
D82344_at,132,49,192,140,118,140,-21,125,76,15,43,74,178,…
D82345_at,19,96,1951,218,271,725,30,34,2026,905,774,73,1490,…
D82346_at,118,-21,94,37,66,-94,124,49,179,-89,-106,-21,123,…
D82348_at,540,957,1703,839,1239,1196,715,160,2105,1717,817,47,492,…
D83004_at,500,633,929,690,865,222,534,218,917,481,888,284,727,…
D83018_at,425,457,621,384,290,389,512,560,502,380,379,373,296,…
D83032_at,329,233,329,394,572,179,235,266,303,83,56,-17,758,…
D83195_at,-1172,-1225,-1676,-1562,-802,-1189,-1520,-1827,-1358,-944,-970,-1046,-855,…
D83243_at,578,146,502,509,270,296,396,347,329,281,263,217,527,…
D83407_at,110,85,240,132,75,327,53,91,98,113,79,56,70,…
D83542_at,1225,804,971,1309,616,723,1186,979,1395,346,915,557,928,…
D83597_at,243,119,152,300,224,188,122,311,156,130,85,-1,176,…
D83657_at,-196,98,-241,-158,152,-138,-349,-353,-146,-78,-37,175,-96,…
D83699_at,450,38,-76,180,-15,154,136,401,67,159,-117,132,-39,…
D83702_at,116,321,87,94,58,113,72,40,201,61,215,37,68,…
D83703_at,239,276,610,139,456,206,218,265,263,111,116,142,205,…
D83735_at,-99,1102,782,-592,-74,81,84,-1127,1229,103,205,1001,-143,…
D83767_at,-44,-13,-57,12,132,-30,48,-70,27,-43,19,-48,46,…
D83776_at,417,401,358,391,428,138,204,101,306,96,440,93,621,…
D83777_at,-214,808,148,-265,-227,-14,-357,-358,-286,-153,-279,-337,-295,…
D83778_at,602,577,880,695,839,627,823,337,838,623,608,268,754,…
D83779_at,3121,2988,2611,2078,1527,1945,3612,1988,2294,2145,1625,1427,1592,…
D83780_at,507,253,980,393,344,-112,221,-113,98,394,40,2,304,…
D83781_at,-45,49,31,-103,176,-64,-5,-155,49,12,68,5,74,…
D83782_at,-590,-20,-205,-272,281,-238,-411,-803,55,-416,-250,-475,387,…
D83783_at,403,208,268,381,467,394,569,64,373,105,167,319,1273,…
D83784_at,453,286,449,184,233,426,574,184,399,57,423,146,95,…
D83785_at,587,142,429,412,475,414,596,809,566,19,640,165,695,…
D83920_at,-126,2267,205,-156,203,1536,-252,-346,451,660,20,-10,-89,…
D84110_at,330,350,575,231,226,209,344,262,198,258,276,215,297,…
D84145_at,186,369,83,86,103,71,50,-67,117,173,233,97,122,…
D84239_at,168,87,208,610,71,597,216,524,168,99,230,123,42,…
D84276_at,222,194,331,249,309,28,122,317,157,25,170,37,29,…
D84294_at,487,588,552,334,898,252,362,481,1041,254,880,1225,2138,…
D84307_at,540,252,363,290,309,382,572,896,655,115,368,250,397,…
D84361_at,118,-139,155,111,345,-83,-194,-2415,-113,-372,193,4,186,…
D84424_at,207,165,-47,54,-43,-145,15,-152,172,-76,86,-67,-71,…
D84454_at,-228,-15,-496,-223,125,-250,-384,-307,-276,-318,-63,74,481,…
D84557_at,770,1162,2020,785,939,1749,680,1054,1888,1380,1302,628,1216,…
D85181_at,110,285,-17,23,62,145,137,301,263,108,18,125,77,…
D85245_at,500,675,866,392,529,222,463,725,596,218,328,294,403,…
D85376_at,180,243,82,132,133,71,141,241,161,136,50,68,105,…
D85418_at,-51,-25,-315,-164,166,-156,-389,-226,-162,-329,-175,-48,238,…
D85423_at,-254,57,3,-254,10,-216,-208,-190,-145,-138,-46,-166,-123,…
D85429_at,833,1365,712,386,417,487,114,-71,1008,5083,680,347,1161,…
D85433_at,220,253,334,76,315,257,38,89,88,183,130,129,127,…
D85527_at,584,596,823,314,455,547,514,487,679,657,562,228,524,…
D85758_at,848,1489,2449,914,1973,1159,430,887,2524,1841,1198,629,3108,…
D85815_at,1073,587,1060,1169,690,967,1458,1043,992,287,625,116,55,…
D85939_at,-268,-320,54,-362,-118,197,319,125,219,101,-534,-344,-206,…
D86096_cds3_at,108,-18,104,5,-70,42,73,34,61,-13,67,-10,-35,…
